jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year,ai_freq
7.0,1.0,In-person,Portugal,3.0,Student,0,2025,3.0
8.0,1.0,Remote,Australia,28.0,Developer,0,2025,2.0
5.0,1.0,Hybrid,Netherlands,15.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,United States of America,8.0,Developer,0,2025,2.0
8.0,1.0,Remote,United States of America,28.0,Other,0,2025,3.0
8.0,1.0,Remote,Canada,25.0,DevOps/Infra,0,2025,3.0
7.0,0.0,In-person,Australia,3.0,Developer,0,2025,
6.0,1.0,Remote,Colombia,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,India,1.0,Developer,1,2025,3.0
4.0,1.0,In-person,Japan,13.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,5.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,United States of America,5.0,Developer,0,2025,
5.0,1.0,In-person,United States of America,28.0,Manager,0,2025,3.0
9.0,1.0,Remote,United States of America,24.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,25.0,Other,0,2025,3.0
6.0,1.0,Remote,United States of America,26.0,Other,0,2025,1.0
8.0,1.0,Remote,Canada,5.0,Developer,1,2025,1.0
8.0,1.0,Remote,United States of America,5.0,Developer,0,2025,3.0
10.0,0.0,Hybrid,United States of America,20.0,Developer,0,2025,
8.0,1.0,Hybrid,Canada,10.0,Developer,0,2025,3.0
3.0,1.0,Remote,United States of America,19.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,India,1.0,Data/ML,0,2025,2.0
10.0,1.0,Remote,United States of America,8.0,Other,0,2025,3.0
9.0,0.0,Remote,Australia,12.0,Developer,0,2025,
7.0,0.0,Hybrid,United States of America,3.0,Other,0,2025,
7.0,1.0,Remote,United States of America,29.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,13.0,Developer,0,2025,1.0
8.0,1.0,Remote,Mexico,12.0,Developer,0,2025,2.0
8.0,1.0,In-person,China,8.0,Developer,0,2025,1.0
8.0,1.0,Remote,Australia,10.0,Developer,1,2025,2.0
8.0,1.0,Remote,Ukraine,3.0,Data/ML,0,2025,3.0
9.0,1.0,Hybrid,United States of America,7.0,Developer,0,2025,1.0
8.0,1.0,Remote,Bangladesh,4.0,Developer,0,2025,3.0
4.0,1.0,Remote,United States of America,20.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Brazil,20.0,Developer,0,2025,2.0
7.0,0.0,Hybrid,Switzerland,22.0,Developer,0,2025,
6.0,1.0,Hybrid,Romania,20.0,Other,0,2025,2.0
8.0,1.0,In-person,India,2.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Sweden,8.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,New Zealand,6.0,Developer,0,2025,2.0
8.0,1.0,In-person,India,3.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Japan,9.0,Manager,0,2025,1.0
8.0,0.0,In-person,United States of America,17.0,Developer,0,2025,
9.0,1.0,Remote,Mexico,17.0,Developer,0,2025,2.0
8.0,1.0,In-person,Brazil,1.0,Developer,0,2025,2.0
9.0,1.0,Remote,Bangladesh,4.0,Developer,0,2025,3.0
10.0,0.0,Remote,United States of America,9.0,Developer,0,2025,
7.0,1.0,Remote,United States of America,6.0,Developer,1,2025,2.0
9.0,1.0,Hybrid,Bulgaria,2.0,Developer,0,2025,3.0
9.0,1.0,Remote,India,19.0,Manager,1,2025,3.0
7.0,1.0,Hybrid,India,1.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,New Zealand,2.0,Data/ML,0,2025,
5.0,1.0,Hybrid,Germany,6.0,Developer,0,2025,3.0
9.0,0.0,In-person,United States of America,25.0,Developer,0,2025,
9.0,1.0,Hybrid,Australia,40.0,Manager,0,2025,2.0
9.0,1.0,Remote,United States of America,12.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Australia,12.0,Developer,0,2025,1.0
7.0,1.0,In-person,Bangladesh,5.0,Other,0,2025,3.0
8.0,1.0,Remote,Canada,2.0,Developer,0,2025,2.0
6.0,0.0,Remote,Australia,7.0,Developer,1,2025,
3.0,1.0,Hybrid,United States of America,5.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,20.0,Developer,1,2025,3.0
9.0,1.0,Remote,United States of America,24.0,Developer,1,2025,3.0
8.0,1.0,Hybrid,Germany,35.0,Developer,0,2025,3.0
4.0,0.0,Remote,United States of America,5.0,Other,0,2025,
7.0,1.0,Hybrid,United States of America,12.0,DevOps/Infra,0,2025,3.0
3.0,1.0,Remote,Brazil,6.0,Developer,0,2025,1.0
8.0,1.0,In-person,India,3.0,Developer,0,2025,3.0
7.0,1.0,Remote,Canada,5.0,Developer,1,2025,2.0
7.0,1.0,Hybrid,Australia,35.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Germany,8.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,4.0,Developer,1,2025,2.0
5.0,1.0,Hybrid,Czech Republic,3.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Australia,3.0,Developer,0,2025,1.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,19.0,Developer,0,2025,2.0
9.0,0.0,Remote,Bulgaria,26.0,Developer,0,2025,
9.0,1.0,Remote,United States of America,26.0,Other,0,2025,3.0
9.0,1.0,Remote,Japan,23.0,Other,0,2025,3.0
9.0,1.0,Remote,Switzerland,16.0,Other,1,2025,2.0
8.0,1.0,Hybrid,Italy,25.0,Other,0,2025,3.0
8.0,1.0,In-person,United States of America,19.0,Manager,0,2025,3.0
7.0,1.0,In-person,India,13.0,Manager,0,2025,1.0
7.0,1.0,Remote,Bulgaria,7.0,Data/ML,0,2025,1.0
7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,25.0,Other,0,2025,
7.0,1.0,Remote,Italy,23.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Ukraine,8.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Belgium,11.0,Developer,0,2025,1.0
9.0,1.0,Remote,India,29.0,Developer,0,2025,2.0
7.0,1.0,Remote,Ukraine,5.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Austria,16.0,Developer,0,2025,1.0
7.0,1.0,Remote,United States of America,25.0,Data/ML,0,2025,3.0
6.0,1.0,Hybrid,United States of America,20.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,United States of America,15.0,DevOps/Infra,0,2025,3.0
7.0,1.0,Remote,India,4.0,Developer,0,2025,3.0
8.0,1.0,Remote,Poland,12.0,Developer,0,2025,2.0
2.0,1.0,Hybrid,Czech Republic,4.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Switzerland,10.0,Developer,0,2025,1.0
8.0,0.0,Hybrid,Germany,14.0,Other,0,2025,
8.0,1.0,Hybrid,India,7.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Netherlands,17.0,Developer,0,2025,3.0
10.0,1.0,Remote,India,16.0,Other,0,2025,3.0
5.0,1.0,Hybrid,Germany,13.0,Developer,0,2025,3.0
4.0,1.0,Remote,Japan,2.0,Developer,1,2025,3.0
9.0,0.0,Hybrid,India,10.0,Developer,0,2025,
7.0,1.0,Remote,Sweden,15.0,Developer,1,2025,3.0
8.0,1.0,In-person,Netherlands,2.0,Developer,0,2025,2.0
8.0,1.0,In-person,Bangladesh,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,Australia,8.0,Developer,0,2025,3.0
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Germany,8.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Italy,9.0,Developer,0,2025,
7.0,1.0,Remote,United States of America,21.0,Other,0,2025,3.0
8.0,0.0,Remote,Australia,5.0,Data/ML,1,2025,
8.0,1.0,Hybrid,Italy,20.0,Other,0,2025,3.0
10.0,1.0,Hybrid,Norway,17.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,22.0,Manager,0,2025,1.0
9.0,1.0,Remote,Ukraine,10.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ukraine,6.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Finland,22.0,Data/ML,0,2025,3.0
9.0,0.0,In-person,New Zealand,1.0,Developer,0,2025,
7.0,1.0,Hybrid,Austria,4.0,Developer,0,2025,2.0
8.0,1.0,In-person,India,5.0,Developer,0,2025,1.0
5.0,1.0,Remote,Greece,26.0,Developer,0,2025,3.0
9.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,1,2025,3.0
6.0,0.0,Hybrid,France,31.0,Other,0,2025,
8.0,0.0,Hybrid,Germany,9.0,Developer,0,2025,
10.0,1.0,In-person,China,13.0,Developer,0,2025,1.0
9.0,0.0,Hybrid,Austria,8.0,Developer,0,2025,
6.0,1.0,Hybrid,Germany,23.0,Other,0,2025,2.0
9.0,1.0,Remote,India,9.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,United States of America,9.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,India,4.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Belgium,10.0,Data/ML,0,2025,3.0
3.0,1.0,In-person,Australia,17.0,Research,0,2025,2.0
7.0,1.0,Remote,Germany,10.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Russian Federation,5.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,Australia,22.0,Manager,0,2025,
8.0,1.0,Remote,Bulgaria,12.0,Developer,1,2025,3.0
8.0,0.0,Hybrid,Germany,20.0,Developer,0,2025,
8.0,1.0,Hybrid,France,20.0,Developer,0,2025,1.0
9.0,0.0,In-person,Hungary,11.0,Developer,0,2025,
9.0,1.0,Hybrid,France,25.0,Other,0,2025,1.0
5.0,1.0,Remote,India,3.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,Australia,15.0,Developer,0,2025,
8.0,1.0,Hybrid,United States of America,6.0,Developer,0,2025,3.0
8.0,0.0,In-person,Germany,35.0,Developer,0,2025,
2.0,0.0,Remote,United States of America,42.0,Developer,0,2025,
5.0,1.0,Remote,Czech Republic,12.0,Developer,0,2025,3.0
8.0,1.0,Remote,Australia,17.0,Other,0,2025,3.0
7.0,1.0,Hybrid,Australia,5.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,Switzerland,5.0,Developer,0,2025,3.0
9.0,1.0,Remote,Spain,4.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Germany,30.0,Developer,0,2025,3.0
10.0,1.0,In-person,India,8.0,Manager,0,2025,3.0
7.0,1.0,Hybrid,India,16.0,Data/ML,0,2025,3.0
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,5.0,Other,0,2025,3.0
7.0,1.0,In-person,Switzerland,19.0,Developer,0,2025,2.0
9.0,1.0,Remote,Belgium,20.0,Developer,1,2025,2.0
8.0,1.0,Hybrid,Spain,17.0,Manager,0,2025,3.0
9.0,1.0,Hybrid,Denmark,8.0,Developer,0,2025,1.0
7.0,1.0,In-person,China,2.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Italy,16.0,Developer,0,2025,2.0
6.0,1.0,In-person,Italy,20.0,Developer,0,2025,3.0
8.0,0.0,Remote,Belgium,12.0,Developer,0,2025,
7.0,1.0,In-person,Germany,6.0,Research,0,2025,2.0
5.0,1.0,Remote,Spain,15.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,France,10.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,United States of America,14.0,Developer,0,2025,3.0
9.0,0.0,Remote,India,14.0,Developer,0,2025,
7.0,1.0,Remote,Switzerland,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Austria,16.0,Manager,0,2025,2.0
7.0,1.0,Hybrid,Germany,10.0,Developer,0,2025,3.0
4.0,1.0,In-person,India,2.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Netherlands,13.0,Developer,0,2025,1.0
5.0,1.0,In-person,India,3.0,Developer,0,2025,3.0
6.0,1.0,In-person,France,2.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,Norway,26.0,Other,0,2025,3.0
8.0,1.0,Remote,Ukraine,7.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,9.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,France,11.0,Developer,0,2025,3.0
3.0,0.0,Remote,France,20.0,Developer,1,2025,
6.0,1.0,Hybrid,Italy,8.0,Manager,0,2025,3.0
10.0,0.0,Remote,Poland,30.0,Other,1,2025,
7.0,1.0,In-person,Switzerland,20.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Denmark,10.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,Norway,4.0,Developer,0,2025,3.0
7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,0,2025,
4.0,1.0,Hybrid,France,30.0,Developer,0,2025,1.0
5.0,1.0,Remote,Ukraine,6.0,Developer,0,2025,1.0
6.0,1.0,Remote,Denmark,12.0,Developer,1,2025,1.0
8.0,1.0,Remote,Germany,25.0,Developer,0,2025,3.0
9.0,1.0,Remote,Ukraine,2.0,Developer,0,2025,2.0
10.0,1.0,Remote,Ukraine,14.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Italy,24.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,New Zealand,20.0,Developer,0,2025,
8.0,0.0,Hybrid,Belgium,23.0,Developer,0,2025,
7.0,0.0,Remote,Germany,9.0,Developer,1,2025,
5.0,1.0,Remote,Ukraine,5.0,Developer,0,2025,3.0
5.0,1.0,In-person,China,7.0,Developer,0,2025,3.0
7.0,0.0,Remote,Australia,7.0,Developer,0,2025,
8.0,0.0,In-person,Poland,1.0,Developer,0,2025,
9.0,1.0,Hybrid,Germany,20.0,Manager,0,2025,2.0
6.0,1.0,In-person,Denmark,34.0,Other,0,2025,3.0
7.0,1.0,Remote,Bulgaria,12.0,Developer,0,2025,2.0
10.0,1.0,Hybrid,Denmark,28.0,Developer,0,2025,3.0
8.0,1.0,Remote,Australia,20.0,Other,0,2025,3.0
7.0,1.0,In-person,France,3.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Germany,10.0,Other,0,2025,
8.0,1.0,Remote,Poland,6.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Italy,25.0,Other,0,2025,
6.0,0.0,Hybrid,Greece,30.0,Developer,0,2025,
6.0,1.0,Remote,Norway,7.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Israel,9.0,Manager,0,2025,3.0
8.0,1.0,Remote,Russian Federation,13.0,Developer,0,2025,2.0
8.0,1.0,Remote,Norway,22.0,Other,1,2025,3.0
9.0,1.0,Remote,France,34.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Switzerland,20.0,Developer,0,2025,3.0
7.0,1.0,Remote,Australia,6.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,4.0,Data/ML,0,2025,3.0
10.0,1.0,Remote,France,11.0,Developer,0,2025,3.0
6.0,1.0,In-person,United States of America,5.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,Poland,11.0,Data/ML,0,2025,
10.0,0.0,Remote,India,20.0,Developer,0,2025,
7.0,1.0,Remote,Germany,10.0,Developer,1,2025,3.0
8.0,1.0,Remote,Germany,10.0,Developer,0,2025,3.0
5.0,1.0,Remote,France,26.0,Other,0,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,25.0,Developer,0,2025,
7.0,1.0,Hybrid,Sweden,14.0,Developer,0,2025,2.0
7.0,1.0,Remote,United States of America,15.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ukraine,3.0,Developer,0,2025,3.0
8.0,1.0,Remote,Bulgaria,8.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Belgium,10.0,Developer,0,2025,3.0
3.0,1.0,Remote,Mexico,2.0,Developer,1,2025,3.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,3.0
4.0,1.0,Hybrid,Ireland,7.0,Developer,0,2025,2.0
10.0,1.0,In-person,India,7.0,Developer,0,2025,2.0
7.0,1.0,Remote,Ukraine,1.0,Developer,0,2025,3.0
8.0,1.0,Remote,Spain,25.0,Other,1,2025,3.0
10.0,0.0,Remote,United States of America,25.0,Other,0,2025,
9.0,1.0,Remote,Germany,20.0,Manager,0,2025,3.0
7.0,1.0,Remote,Poland,7.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,Denmark,1.0,Student,0,2025,2.0
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,5.0,Data/ML,0,2025,3.0
9.0,1.0,Hybrid,Germany,2.0,Developer,0,2025,3.0
2.0,1.0,Hybrid,Spain,19.0,Developer,0,2025,2.0
2.0,1.0,Hybrid,Netherlands,10.0,Other,0,2025,2.0
10.0,0.0,Remote,Poland,13.0,Developer,1,2025,
6.0,1.0,Remote,Germany,9.0,Developer,1,2025,1.0
5.0,1.0,Hybrid,Romania,5.0,Developer,0,2025,1.0
5.0,1.0,Remote,Ukraine,14.0,Developer,0,2025,2.0
6.0,1.0,In-person,"Iran, Islamic Republic of...",3.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Czech Republic,10.0,Developer,0,2025,
8.0,1.0,In-person,India,4.0,Data/ML,0,2025,3.0
8.0,1.0,Remote,Colombia,15.0,Developer,0,2025,3.0
8.0,1.0,Remote,India,4.0,Developer,1,2025,3.0
7.0,1.0,Hybrid,Germany,20.0,Developer,0,2025,3.0
5.0,1.0,Remote,Norway,25.0,Developer,1,2025,3.0
9.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,8.0,Developer,0,2025,2.0
9.0,1.0,Hybrid,Italy,27.0,Other,0,2025,3.0
7.0,1.0,Remote,Mexico,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,Romania,14.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Romania,15.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Czech Republic,22.0,Developer,0,2025,2.0
8.0,1.0,Remote,Finland,25.0,Developer,1,2025,3.0
7.0,1.0,In-person,Switzerland,23.0,Developer,0,2025,3.0
6.0,1.0,In-person,Italy,7.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Hungary,10.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Spain,20.0,Developer,0,2025,
8.0,0.0,Hybrid,Germany,17.0,Other,0,2025,
10.0,0.0,Hybrid,Netherlands,15.0,Developer,0,2025,
8.0,1.0,In-person,China,10.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,28.0,Developer,0,2025,2.0
6.0,1.0,Remote,Italy,6.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,22.0,Other,0,2025,
8.0,1.0,In-person,France,7.0,Developer,0,2025,2.0
10.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,1,2025,
6.0,1.0,Remote,India,13.0,Other,0,2025,3.0
8.0,1.0,Remote,Germany,15.0,Other,0,2025,2.0
8.0,1.0,In-person,Netherlands,4.0,Developer,0,2025,1.0
5.0,0.0,Remote,Australia,4.0,Developer,0,2025,
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,25.0,Data/ML,0,2025,
7.0,0.0,Remote,Germany,3.0,DevOps/Infra,0,2025,
8.0,1.0,Hybrid,Germany,5.0,Developer,0,2025,2.0
5.0,1.0,Hybrid,Switzerland,35.0,Developer,0,2025,1.0
7.0,0.0,Hybrid,Germany,4.0,Developer,0,2025,
7.0,1.0,Hybrid,Bulgaria,12.0,Manager,0,2025,1.0
7.0,0.0,In-person,France,3.0,Data/ML,0,2025,
6.0,1.0,Remote,Germany,11.0,Developer,1,2025,3.0
7.0,1.0,Remote,Ukraine,6.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Finland,9.0,Research,0,2025,2.0
8.0,1.0,Remote,Italy,8.0,Other,1,2025,3.0
8.0,0.0,Hybrid,Spain,3.0,Developer,0,2025,
9.0,1.0,Remote,Ukraine,7.0,Developer,0,2025,3.0
5.0,1.0,Remote,Italy,4.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Netherlands,22.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Norway,11.0,DevOps/Infra,0,2025,2.0
5.0,1.0,Remote,Norway,5.0,Developer,0,2025,1.0
9.0,1.0,In-person,Germany,30.0,Other,0,2025,3.0
9.0,1.0,Remote,"Iran, Islamic Republic of...",3.0,Developer,0,2025,3.0
10.0,0.0,Hybrid,Ireland,20.0,Developer,0,2025,
8.0,1.0,Hybrid,Australia,10.0,Other,0,2025,3.0
7.0,1.0,In-person,India,8.0,Developer,0,2025,2.0
9.0,1.0,Remote,Italy,14.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Switzerland,4.0,Developer,0,2025,3.0
9.0,1.0,Remote,Poland,10.0,Developer,1,2025,2.0
5.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,1,2025,
6.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,
8.0,1.0,Remote,France,3.0,Developer,0,2025,2.0
7.0,1.0,Remote,Ukraine,10.0,Other,1,2025,3.0
6.0,0.0,In-person,India,5.0,Developer,0,2025,
9.0,1.0,Hybrid,Russian Federation,2.0,Data/ML,0,2025,3.0
5.0,1.0,Remote,Germany,7.0,Developer,1,2025,3.0
6.0,1.0,Remote,Italy,15.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Italy,6.0,Developer,0,2025,3.0
4.0,1.0,Hybrid,Germany,10.0,Research,0,2025,3.0
3.0,1.0,In-person,India,3.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Belgium,11.0,Other,0,2025,2.0
4.0,1.0,Remote,France,20.0,Developer,0,2025,3.0
10.0,1.0,Remote,Ukraine,11.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Czech Republic,2.0,Developer,0,2025,2.0
7.0,1.0,In-person,Belgium,2.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Portugal,28.0,Other,0,2025,1.0
6.0,0.0,Hybrid,Finland,3.0,Developer,0,2025,
5.0,1.0,Remote,Ukraine,27.0,Developer,0,2025,2.0
8.0,1.0,Remote,Germany,8.0,DevOps/Infra,1,2025,3.0
10.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,30.0,Developer,0,2025,
7.0,0.0,Remote,Turkey,16.0,DevOps/Infra,0,2025,
10.0,1.0,Remote,Spain,9.0,Data/ML,1,2025,3.0
9.0,1.0,Hybrid,Norway,5.0,Developer,0,2025,1.0
5.0,1.0,Hybrid,Romania,20.0,Developer,0,2025,3.0
9.0,1.0,Remote,Germany,3.0,Other,0,2025,3.0
10.0,1.0,Remote,India,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,India,10.0,Developer,0,2025,3.0
10.0,0.0,Remote,Ukraine,9.0,Developer,0,2025,
8.0,1.0,Hybrid,Germany,21.0,Developer,0,2025,1.0
6.0,1.0,In-person,India,1.0,Developer,0,2025,2.0
3.0,1.0,In-person,Germany,3.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,30.0,Other,0,2025,3.0
6.0,1.0,Remote,Spain,13.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Italy,5.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,Norway,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,5.0,Developer,1,2025,3.0
8.0,1.0,Hybrid,Germany,12.0,Developer,0,2025,3.0
8.0,1.0,Remote,Portugal,8.0,Data/ML,0,2025,3.0
7.0,1.0,Remote,Sweden,28.0,Developer,1,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,7.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Austria,10.0,Developer,0,2025,
3.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,4.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Denmark,10.0,Developer,0,2025,3.0
4.0,1.0,Remote,Germany,11.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Netherlands,17.0,Developer,0,2025,1.0
6.0,0.0,Hybrid,South Africa,12.0,Other,0,2025,
7.0,1.0,Hybrid,Australia,13.0,DevOps/Infra,0,2025,2.0
8.0,0.0,Hybrid,India,5.0,Developer,0,2025,
5.0,1.0,In-person,India,2.0,Data/ML,0,2025,2.0
8.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,
8.0,1.0,Remote,Portugal,17.0,Developer,0,2025,3.0
10.0,1.0,In-person,United States of America,10.0,Developer,0,2025,3.0
7.0,1.0,In-person,Bulgaria,4.0,Developer,0,2025,3.0
10.0,1.0,Remote,Bulgaria,12.0,Developer,0,2025,2.0
6.0,0.0,Hybrid,Germany,20.0,Developer,0,2025,
8.0,1.0,Remote,Germany,4.0,Developer,0,2025,2.0
8.0,1.0,In-person,Russian Federation,10.0,Data/ML,0,2025,3.0
10.0,1.0,Remote,India,4.0,Developer,1,2025,2.0
8.0,1.0,Remote,Italy,18.0,Developer,0,2025,2.0
8.0,1.0,In-person,India,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Switzerland,8.0,Developer,0,2025,3.0
4.0,0.0,In-person,Ukraine,15.0,Data/ML,0,2025,
9.0,1.0,In-person,India,1.0,Developer,0,2025,3.0
5.0,1.0,In-person,India,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,Portugal,11.0,Developer,0,2025,3.0
8.0,1.0,Remote,Germany,15.0,Developer,0,2025,1.0
10.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,14.0,Developer,1,2025,3.0
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,24.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,34.0,Developer,0,2025,
10.0,1.0,Remote,Sweden,15.0,Developer,0,2025,3.0
8.0,1.0,In-person,Norway,28.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Ireland,10.0,Developer,0,2025,2.0
1.0,1.0,Remote,Ukraine,3.0,Developer,0,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,14.0,Developer,1,2025,
7.0,1.0,Hybrid,Italy,21.0,Developer,0,2025,3.0
8.0,1.0,In-person,Bulgaria,5.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Israel,30.0,Other,0,2025,2.0
9.0,1.0,Hybrid,Finland,34.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,India,3.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,India,3.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,France,9.0,Developer,0,2025,1.0
7.0,1.0,Remote,Poland,15.0,Data/ML,1,2025,3.0
3.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,45.0,Other,1,2025,2.0
9.0,1.0,Remote,Czech Republic,5.0,Developer,1,2025,3.0
6.0,1.0,Hybrid,Italy,16.0,Developer,0,2025,3.0
10.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,3.0
7.0,1.0,Remote,Romania,19.0,Data/ML,1,2025,1.0
10.0,1.0,Hybrid,United States of America,30.0,Developer,0,2025,3.0
